"??? ???? ????? ?? ?? ??????? ?? ??.... ?? ????????? ??? ???? ??? ?

https://t.co/aXHqMLB1Bg",1
"Trump By His Side, French President Macron's Salty Message On Nationalism https://t.co/iZDc7dPDx2 #NDTVNewsBeeps https://t.co/JCHNgZUcln",1
"Poor man's Amartya Sen. https://t.co/QbwATpgZMj",1
"ICC Women's World T20: OUT! Pakistan lose their second wicket as Omaima Sohail is run out!
Pakistan 10/2 in 3.3 overs.

#INDvPAK 

Live Updates: https://t.co/ksv2Q4Xxni",1
"The Supreme Court has asked for the #RAFALE decision making process. It’s quite simple really...

The PM decided. 

The processes to justify his decision are yet to be invented. But work has begun. 

Ps. In this connection, Raksha Mantri is leaving for France tonight. https://t.co/FJJzlBulb0",1
"@ndtv @myogiadltyanath & @drramansingh 
Please explain
The word hypocrisy should be re-named to Modiji 
#UrbanMaoist https://t.co/7WI7V2YNVn",1
"The name indicated builders of Noida and the authorities...
#SaveJPWishTown #cheatedhomebuyers https://t.co/ckYiJv3sNa",1
"'??????? ??? ??? ????? ?? ???? ?? ??????? ????? ?? ???-???? ??? ?? ??????'
#VSGT #phdb #BJP_????_???_???? 
https://t.co/Eh6NoW4kVH",1
"So this modern days sasta Aryabhatt @Dhruv_Rathee makes it to ndtv as the panelist to talk about FakeNews.Irony and journalism integrity met Juilus Caesar's fate. What this genius said about “Statue of Unity” and what is the reality.That’s why he made a list to block people ? https://t.co/mpV5QImMx0",1
"BJP has ruled Chattisgarh for last 15 years. 

UP CM ?@myogiadityanath? says Congress Made Chhattisgarh Breeding Ground For Naxals. https://t.co/0EoT6gopZy",1
"Domestic tourism is booming so no surprise that the monument is attracting monumental crowds.But the low capacity should not become an embarrassing ‘pain point.’ You can buy tickets online but is a date/time specified so as not to cause disappointment? @vijayrupanibjp https://t.co/618DEUF79A",1
"BJP has ruled Chattisgarh for last 15 years. 

UP CM ?@myogiadityanath? says Congress Made Chhattisgarh Breeding Ground For Naxals. https://t.co/0EoT6gopZy",1
"@UBMPindia #Gujarat @aajtak @the_hindu @TimesNow @IndiaToday @htTweets https://t.co/EpIOQwv4Yx",1
"This is not the first time that something like this has happened.
(By @NikhilDawar and @arjundeodia)
https://t.co/Jl6Gk85a03",1
"Aishwarya, Aamir, Ajay Devgn ????
*Demonetisation will bring long term  Benefits though these caused short-term disruption* (2016)
https://t.co/jw6LnMrTZX",1
"RSS ?????????? ?? ????? ???? ???, ??? ???????? ????? ?? ????? ???????? ??? ???? ????? 

https://t.co/qYn7XkDqHe",1
"@IndiaToday Congress Mukt Bharat.",1
"Mungeri lal and Rahul pappu gandhi has so much similarity. Keep dreaming pappu @RahulGandhi ?? https://t.co/0UQPKPcuNw",1
"RSS ?????????? ?? ????? ???? ???, ??? ???????? ????? ?? ????? ???????? ??? ???? ????? 

https://t.co/qYn7XkDqHe",1
"PM Shri @narendramodi ji to receive India’s first container vessel on inland waterways in Varanasi.

https://t.co/QpNePZge8I https://t.co/izAKd7n5nE",1
"Pic in 2018 had Sonia won 2014: 1) RSS banned 2) BJP dissolved 3) Omertised BJP ldrs in Cong 4) CVB passed, most Hindu activists, incl Yogi in jail 5) Twitter RW handles banned 6) Siachen, Sir Creek gone 7) Martyr Ishrat tableau on RD Parade 8) Talks on with Hafiz Saeed https://t.co/g4AGuNJGsP",1
"RSS ?????????? ?? ????? ???? ???, ??? ???????? ????? ?? ????? ???????? ??? ???? ????? 

https://t.co/qYn7XkDqHe",1
"Congress vows to ban RSS 'shakhas' in MP if voted to power.
#ITVideo 
More videos: https://t.co/NounxnP7mg https://t.co/AsrqoxzWVS",1
"@RSSorg is SOUL of India & Soul hamesha azar amar hoti hai... 

@RSSorg had given two Tallest PMs to India's democracy ABV & @narendramodi.

Both became PM on their capability & personality.

#CongressFearsRSS so much that party of all time High 414 seats reduced to 44 by PM Modi https://t.co/2YZe5c2TWX",1
"Pappu ji @RahulGandhi, who's fascist now? https://t.co/6wnypGG4Oa",1
"@alokmili77 @IndiaToday Bangaru is grandad. Yeddy Reddy are only dads",1
"@JharkhandCrpf @crpfindia @Lathkar_IPS @narendramodi @rajnathsingh @dasraghubar @JharkhandPolice @PTI_News @ANI @teamjharkhand @rahulkanwal @IndiaToday @SwetaSinghAT @PIB_India @PiyushGoyal @ZeeNews @neelabhsa @scribesoldier @shams hussan",1
"@IndiaToday @ETNOWlive @MirrorNow @NDTVProfit @NEWS9 @NewsX @republic @TimesNow @business @CNNnews18 @WIONews
DDA 2014&17 allottees will protest against DDA from 20 to 22 Nov outside of DDA Vikas Sadan As Allottees paid for LIG & DDA allotted EWS category",1
"Yours truly on @NewsX tonight 9PM discussing Mr. @DKShivakumar and Mr. Janardhana Reddy! Poor journalistic judgment to compare to two!!",1
"@IndiaToday @ETNOWlive @MirrorNow @NDTVProfit @NEWS9 @NewsX @republic @TimesNow @business @CNNnews18 @WIONews
DDA 2014&17 allottees will protest against DDA from 20 to 22 Nov outside of DDA Vikas Sadan As Allottees paid for LIG & DDA allotted EWS category",1
"#HinaKhan is missing her #Maldives vacay majorly, see photos
@eyehinakhan @_hinakhanteam @hinakhanfc_ @HinaKhanArmy1 @aishnalagra @Team_Hina_Khan @Team_HinaKhan @HinakhanFan42 @HeenaTeam12 @_Komolika @komolikahome
https://t.co/ksFIjXA38n",1
"@envyk_blr @NewsX @DKShivakumar *Dan ko pakad liya*
#Janardhan Reddy is in jail 2nd time*DAN*of mining industry who put our country Law & order2 shame & looted the nations wealth(Ballary mining)to tone of thousands of crs
#he was minister in previous Yedurappa (BJP) govt
#now BJP dis-owns him
What is the use ?",1
"Gali Janardhana Reddy bail plea: Court accepts application, grants time to file objection till Monday
#JanardhanaReddy 
https://t.co/RZ9xjkfofG",1
"#PoonamPandey photos: #Bollywood bombshell posts a sultry selfie on her Instagram
https://t.co/fAw7dnL3x0",1
"#HinaKhan is missing her #Maldives vacay majorly, see photos
@eyehinakhan @_hinakhanteam @hinakhanfc_ @HinaKhanArmy1 @aishnalagra @Team_Hina_Khan @Team_HinaKhan @HinakhanFan42 @HeenaTeam12 @_Komolika @komolikahome
https://t.co/ksFIjXA38n",1
"NewsX announces weekend shows with special guests https://t.co/iBBLsfbIV1 SocialMedia News",1
"?10/2???NewsX??????
NewsX???????PLANETS??????????
????????????????????
?????????????????????????????
 ??????????????https://t.co/TWc0qReg4E
 #????X https://t.co/wH5PRX0w8B",1
"Union Minister of Petroleum & Natural Gas, Skill Development, Entrepreneurship @dpradhanbjp with ambassador @navdeepsuri called on HE Nasser bin Thani Al Hamli, UAE Minister of Human Resources & Emiratisation and discussed enhancing skill development of Indians in UAE
@MOHRE_UAE https://t.co/6EIsoISwwD",1
"Yours truly on @NewsX tonight 9PM discussing Mr. @DKShivakumar and Mr. Janardhana Reddy! Poor journalistic judgment to compare to two!!",1
"#HinaKhan is missing her #Maldives vacay majorly, see photos
@eyehinakhan @_hinakhanteam @hinakhanfc_ @HinaKhanArmy1 @aishnalagra @Team_Hina_Khan @Team_HinaKhan @HinakhanFan42 @HeenaTeam12 @_Komolika @komolikahome
https://t.co/ksFIjXA38n",1
"@NewsX @BajrangPunia @DuttYogi @Official_PWL Congratulations...",1
"??????? ?? ?????? ?? ??????? ???? ?????? ?????? ?? ??? ????? ?? ??? ?????? ???? ???? ???? ? ?????? ???? ??? ?????? ?? ??????? ????? ?????? ?? ??????? ????? ?? ?? ??? ?? ???? ???? ?? ?? ????? ?????? ??? #?????????????_??_?????? ?? ?? ?? ?????? ???? ???? ????? @smilingbinny @NewsX https://t.co/SoISpXci0T",1
"#IFFI2018: There is a special film section on sports. List of Biopics and movies to be screened are:

Gold (2018) – Hindi
Mary Kom (2014) – Hindi
Bhaag Milkha Bhaag (2013) – Hindi 
1983 (2014)- Malayalam
M.S. Dhoni: The Untold Story ( 2016) – Hindi
Soorma (2018) – Hindi https://t.co/vLHCT3VfuM",1
"@airnewsalerts ..",1
"Alia Bhatt Shares A Pic With Mom Soni Razdan, The Internet Loves It
 https://t.co/HdOEr9vs6W https://t.co/QvHGfePWJ3",1
"@Nidhi @soniandtv @sunetrac Congrats Sunetra! Wish you many more years at @ndtv, through its thick and thin! All the best! ???",1
"ICC Women's World T20: After five overs, Pakistan are 20/2.

#INDvPAK 

Live Updates: https://t.co/ksv2Q4Xxni",1
"ICC Women's World T20: After five overs, Pakistan are 20/2.

#INDvPAK 

Live Updates: https://t.co/ksv2Q4Xxni",1
"""Shah is a Farsi name"": Historian Irfan Habib's dig at BJP's re-naming spree https://t.co/Aj06WL9kHD https://t.co/k2FklfxSD3",1
"ICC Women's World T20: After five overs, Pakistan are 20/2.

#INDvPAK 

Live Updates: https://t.co/ksv2Q4Xxni",1
"2.0  ??? ?? ???, ???? 13/0. ???? ??? 9 (8  ????), ????? ????? 4 (4  ????) #INDvWI https://t.co/QWWNAvHpCs",1
"???? ??? ?? ?? ??????? ???? ???? ????? ??? ???? ?????? ??????? ??? ???? ??? ????? 14 ????? ?? ?? ?? ?? ?? ??????? ???? ?? ??? ???? ?? ????? ?? ??
???? ???? ?? ???? ?? ???? ????!
???? @ChouhanShivraj, @OfficeOfKNath ?? ?????? ???????? ?? ??? ??? ????, ?????? ???? ???  ?? ????????? https://t.co/ScybGy1QhQ",1
"3rd T20I: After 2.0 Ov, India 13/0. Shikhar Dhawan 9 (8b), Rohit Sharma 4 (4b) #INDvWI https://t.co/cWuKePUSQ9",1
"Prashant Bhushan's father Shanti Bhushan got crores of land allotted by UP Govts.
https://t.co/BW0O1StGP0
The guy is now a key conspirator to destabilize the Govt by scuttling the Rafale deal.",1
"Bingo!!

Good ideas must be copied.

Why is the Congress scared to publish its promises on a stamp paper? Coz they will NOT do anything except recover their poll expenses. Avoid congress. Vote an honest government. https://t.co/6NO97muwOa",1
"???? ??? ?? ??? ???? ?? ???? ?? ???? ?????   13/0 (2.0 ???) #INDvWI https://t.co/QWWNAvHpCs https://t.co/DMP3Ydl9To",1
"@ndtv Hahaha. Pot calling the kettle black.",1
"#savecglchsl17 

Cheaters want to scott free 
Low scorers want another chance 
Genuine candidates want justice 
Let the faith in Justice be restored 
Punish cheaters, not us
#nocancellation of SSC CGL 2017 
@DOPTGOI @DARPG_GoI  @Swamy39 @DrJitendraSingh @aajtak @ndtv @TimesNow",1
"While delhi is coughing with pollution our children are breathing 45 cigarettes per hour but our CM @ArvindKejriwal and Mrs kejriwal are in Dubai since yesterday, it was not expected from you sir ,PS : @AamAadmiParty is officially denying it @ndtv",1
"@IndiaToday @mail_today A good example of rats deserting a sinking ship.",1
"@IndiaToday @nsitharaman Why not India & China conduct joint research on the origins of their population with DNA mappings, as we may discover common heritage",1
"Dear Fact check team of @IndiaToday, 
Can you fact check this misleading headline by your Twitter handle? Manifesto doesn't talk about ""Ban on RSS"" but says 'Ban on RSS Shakhas in Govt or administrative premises & end special previlages to govt employees for attending Shakhas.' https://t.co/v47lPNmsu5",1
"It will be interesting times ahead...with Pakistan trying to smooch both USA and  China!!!
One fine day, their egoes will clash!!! https://t.co/6R8SOoL0aS",1
"@rachitattweet @NCN81118 @free_thinker @IndiaToday @aajtak Go watch a Tele debate, you'll understand what I'm talking about. You like him or not, that hardly matters anyway.",1
"As the @INCIndia trying to fool the ppl playing dirty communal politics 
""I Challange @RahulGandhi to Ban RSS Shakhas in States where his party is in power before these Elections & see the consequences""

@ShefVaidya

Congress vows to ban RSS shakhas in MP
https://t.co/E9UNSlMp5H https://t.co/4dAuPfWynT",1
"#INDvPAK #WT20 ICC Women's World T20, India vs Pakistan: 

Pakistan 20/2 (5 Overs) vs India 

Follow Live Updates here
https://t.co/IIFmbspAg0",1
"#INDvWI 3rd T20I: India 13/0 (2 overs) vs West Indies (181/3) https://t.co/C77ArkjKJ6",1
"Cyclone likely to hit Andhra Pradesh, Tamil Nadu on November 15 https://t.co/VE4ti78IB3",1
"I have no doubt that BJP will win with a thumping majority in Madhya Pradesh: Union Minister @dpradhanbjp in conversation with @navikakumar 

#FranklySpeakingWithDharmendraPradhan https://t.co/8uWNDjsQQi",1
"@TimesNow @dpradhanbjp @navikakumar ??",1
"@TRAI,@vodafone I have no network since 4:45PM,
My all important work are pending without Mobile network, I already completed with your customer care no complain I'd is 557963988.
I want penalty of this Period that would be Rs.100/min.@htTweets @TimesNow @JagranNews",1
"@TimesNow ONGC first tell us how many mountains u have broken in d last 5 years to build Ram Mandir? Blaming Congress for what?",1
"Sustainable price is an issue, affordable price is an issue but continuous supply chain is also an issue. Rahul Gandhi should first explain why prices of petrol were increased in Karnataka: Union Min @dpradhanbjp tells @navikakumar 

#FranklySpeakingWithDharmendraPradhan https://t.co/AmtsGQQmsi",1
"I have never seen a more louder,hateful,disgusting spokesperson as Sambit Patra. Its enough,please remove him from debates if u want us to watch ur shows@aajtak@republic@timesnow@abpnewstv@news24@indiatv
#BanSambitPatra",1
"Wishing all #CheatedHomeBuyers very happy and prosperous Diwali. 
May this Diwali be the last one without our homes.
#savejpWishtown
@pmoindia 
@arunjaitley 
@narendramodi
@HardeepSPuri
@ndtvindia
@myogiadityanath
@CMOfficeUP
 @CNBCTV18Live  
@timesnow
@rsprasad
@manishanataraj https://t.co/2irffgodZF",1
"I have no doubt that BJP will win with a thumping majority in Madhya Pradesh: Union Minister @dpradhanbjp in conversation with @navikakumar 

#FranklySpeakingWithDharmendraPradhan https://t.co/8uWNDjsQQi",1
"@nickiknowsnada @votevets @Goss30Goss @remain_Hopeful @DearAuntCrabby @lrickie1104 @ladyred1956 @Matrondayeah @ProudResister @AryaResists @disgruntled_old Ma’am, you never have to thank us for that, especially now that we’re all fighting together to save our republic from the enemy within.",1
"@JohnJHarwood Government will divide and separate. Sow disdain amongst race, religion, monetary status, gender and politics. Once they have antiquated your Liberty, which is our only bound, it will be futile to quantify your vacuousness. Ignorance of the People ends the Republic from within.",1
"“The Emperor's Corridor” between the Prachov Rocks, Czech Republic. https://t.co/wkv0WhQ5bO",1
"Democratic Republic of Congo's current Ebola outbreak worst in country's history, officials say - ABC News - https://t.co/iimiVVGqcI via @ABC",1
"To every veteran in America - thank you. You are the defenders of our liberty, the protectors of our freedom, and the guardians of our Republic. 

Every American is indebted to you.",1
"Disaster Donald feeds on mayhem. He is a wretched, heartless human being and a true danger to the Republic. His destruction has only begun. Get ready for some of the worst in the days ahead. Congress must work fast with checks and balances. https://t.co/2KqGUSpAh0",1
"“The surprising thing is not that liberals are in the streets protesting, it’s that all Americans aren’t joining them. This is banana republic territory.” 

https://t.co/BQFkW32Iwg via @BostonGlobe",1
"@realDonaldTrump I love your speech in the republic of French today",1
"The US has imposed sanctions on 700 Iranian targets as part of its “largest ever single day” of economic penalties against Tehran, fulfilling Donald Trump’s campaign pledge to take a harder line against the Islamic republic.https://t.co/chMeOBqZKG",1
"I was told it was “unsafe” for me to video trucks moving things in and out of the Broward SOE office. Then, they block court-ordered access. It’s a banana republic down here. #BrowardElection #sayfie #opengaetz https://t.co/wIrBQRniRL",1
"BETFAIR 150/1 Man Utd to beat Man City ,New Customers,Available to residents of UK or Republic of Ireland using promo code ZFBDSY, + Up to £100 in free bets- T&Cs
Max Stake £1. Winnings paid in free bets. Full T&Cs Apply. 18+ Gamble Aware. JOIN HERE https://t.co/HLyBAC3Nv2  ^ https://t.co/zfcrJ9EKmK",1
"I was told it was “unsafe” for me to video trucks moving things in and out of the Broward SOE office. Then, they block court-ordered access. It’s a banana republic down here. #BrowardElection #sayfie #opengaetz https://t.co/wIrBQRniRL",1
"In 2017, Dr. Snipes admitted in court that her office allowed non-citizens and felons to vote, yet she is still supervisor of elections to the tune of $177,000 plus full benefits. If this doesn't make one worry about the future of the Republic, nothing will. https://t.co/p8t6K75V4A",1
"with good ones.  we could go on all day and ask the court during argument to rule that the only way to stop corruption is mandatory voter ID install by next national election that would be a hoot of a ruling   MSM silent complicit in banana republic voter fraud. fight back",1
"Robbins and Weyand are talking again today to resolve impasse on backstop to keep open border between Northern Ireland and Republic. Sources tell me UK and EU27 still far apart on how to terminate the backstop, as and when it's not necessary. Talks still all about designing...",1
"#NewProfilePic Real style is never right or wrong. It’s a matter of being yourself on purpose #business #BusinessMan #actors #lovelive @BeingSalmanKhan @BT_India @naazuk4 @naazuk_lochan @CNBCTV18News @narendramodi https://t.co/6whQvLTLme",1
"IWANTMYHOME MyHomeMyRight we didn’t pay our hard earned money to learn IBC I paid fr home n I want Home #SAVEJPWISHTOWN #HBsToo @PMOIndia @HardeepSPuri @narendramodi @AmitShahOffice @arunjaitley @aajtak @CMOfficeUP @MirrorNow @mygovindia @PMAYUrban @CNBCTV18News @aajtak @ZeeNews",1
"IWANTMYHOME if we hv to get it through NCLT,then make the proceedings buyerfriendly V can’t fight wd banks who hv fancy lawyers #SAVEJPWISHTOWN @AmitShah @mygovindia @AmitShahOffice @CMOfficeUP @pksbjp @narendramodi @arunjaitley @FinMinIndia @myogiadityanath @CNBCTV18News @aajtak",1
"@CNBCTV18News @manishanataraj @abhaykol @FightForRERAInd @JasujaSamir @HardeepSPuri @PMOIndia @MoHUA_India @NaredcoNational @CREDAINational #savejpWishtown 

We #CheatedHomeBuyers demand for 

-FORENSIC Audit
-jail for builders
-fast proceedings of resolutions
-freeze builders n board of directors accounts until the resolution

GET US HOMES FIRST.PRIORITIZE IT!

UTILIZE DEPOSITED MONEY OF 750CR FOR CONSTRUCTION OF ? https://t.co/QTz0wcYTj0",1
"IWANTMYHOME I don’t care whether I get through SC or NCLT #SAVEJPWISHTOWN @FinMinIndia @aajtak @PMAYUrban @CNBCTV18News @narendramodi @pksbjp @MirrorNow @CNBCTV18Live @arunjaitley @HardeepSPuri @ZeeNews @PMOIndia @mygovindia @Swamy39 @ZeeNews @AmitShahOffice @AmitShah @CMOfficeUP",1
"IWANTMYHOME if we hv to get it through NCLT,then make the proceedings buyerfriendly V can’t fight wd banks who hv fancy lawyers #SAVEJPWISHTOWN @AmitShah @mygovindia @AmitShahOffice @CMOfficeUP @pksbjp @narendramodi @arunjaitley @FinMinIndia @myogiadityanath @CNBCTV18News @aajtak",1
"@CNBCTV18News @manishanataraj Thank you Manisha n team CNBC for raising homebuyers concerns. Hope govt will sort out these loopholes which were discussed. 

We are really fed up with delayed possesion. 

We too want to celebrate festival of light at our own home. 

Get us ?

Pray+Efforts!

#SaveJPWishTown https://t.co/LsAQt4ARG5",1
"How do you expect thousands of HBs to unite n outbid banks V r not legal experts/tech savvy.#SAVEJPWISHTOWN @HardeepSPuri @narendramodi @arunjaitley @MirrorNow @BJP4Delhi @Swamy39 @ajay85ldh @AmitShah @CNBC_Awaaz @CNBCTV18News @mygovindia @PMAYUrban @aajtak @abpnewshindi @aajtak",1
"#HBsToo We start our day wd a tweet #SAVEJPWISHTOWN End it wd a tweet #SAVEJPWISHTOWN ?@FinMinIndia @HardeepSPuri @narendramodi @MirrorNow @myogiadityanath @pksbjp @CNBCTV18News @NITIAayog @PMAYUrban @aajtak @abpnewshindi @mygovindia @PMOIndia @CMOfficeUP @FinMinIndia @AmitShah",1
"Thanks @CNBCTV18News. It is surprising that Govt is acting blind knowing well about this mammoth problem. Once all these fraud Builders are put behind bars they will start building homes. Right now they aren’t affected so they don’t care about homebuyers. #AmrapaliFlatBuyers",1
"@abpnewshindi @myogiadityanath Sir RamMandir aur JPWISHTOWN dono ke hi nirmaan me jo bhi badha hai unhe door kariye?Aap se bahut Ummeed hai Mandir nirmaan ki aur jpwishtown?ki bhi ?#SAVEJPWISHTOWN @AmitShah @NITIAayog @mygovindia @PMAYUrban @CNBCTV18News @MirrorNow @CMOfficeUP @PMOIndia @FinMinIndia @aajtak",1
"Normal people plan Sunday outings,Homebuyers plan Twitter campaign?IWANTMYHOME #SAVEJPWISHTOWN @PMOIndia @HardeepSPuri @narendramodi @ZeeNews @AmitShahOffice @arunjaitley @aajtak @CMOfficeUP @MirrorNow @mygovindia @PMAYUrban @CNBCTV18News @FinMinIndia @CNBCTV18Live @abpnewshindi",1
"Dow drops 200 points on worries about slowing global economic growth https://t.co/LF0gU6Q8Ri @CNBC @CNBCTV18Live @CNBCTV18News @bsindia @livemint @ZeeBusiness @BTVI @BT_India @moneycontrolcom @OutlookMoney @MONEY @NBCNews @bsindia @ABC @USATODAY @cnni @CNNBusiness @business @FT",1
"What kind of RamRajya is this where homebuyers r being dragged to court n corrupt builders enjoying life? #HBsToo #SAVEJPWISHTOWN @narendramodi @HardeepSPuri @Swamy39 @ZeeNews @AmitShah @MirrorNow @aajtak @mygovindia @PMAYUrban @CNBCTV18News @PMOIndia @CMOfficeUP @arunjaitley",1
"MyHomeMyRight #SAVEJPWISHTOWN @rajnathsingh @aajtak @arunjaitley @sardanarohit @MirrorNow @aajtak @pksbjp @CNBC_Awaaz @RajatSharmaLive @nitin_gadkari @Swamy39 @AmitShahOffice @ZeeNews @narendramodi Wake up call fr Govt bfore it’s 2 late.2019 not vry far @CNBCTV18News @mygovindia",1
"??? ?? ????? ?? ???? ???? ?? ??? ?? ????? ???? ??? ??? ?? 3.39 ??? ????? ????? ?? ???????? ?????? ?? ???? ?? ??? ??? ????
https://t.co/0tKmjzUwPO",1
"Was #Avni a man eater? Expert engaged by Maharashtra has doubts #MenakaGandhi #SaveTigers #JusticeForAvni https://t.co/QjMzIdfA5N",1
"The #StatueOfUnity turned out to be a major #TouristAttraction with more than 75,000 people thronging the site during the Diwali holidays from Tuesday to Saturday. 
https://t.co/pvQsIEtzgu",1
"So horribly wrong. People invest in small savings as they trust Govt. That trust has been ignored by flushing Rs 1000 crore NSS funds as equity in terminally ill @airindiain . This money too shall disappear. To compensate, taxpayers money will be used.  https://t.co/01U83choUZ",1
"Was Avni a man eater? Expert engaged by Maharashtra has doubts https://t.co/aE0q7e57AR",1
"RSS has turned in to a political body and lost the vision of #VeerSavarkar

https://t.co/ne5xmvI2Z7",1
"50%+ Indian business leaders are aware of #skillshortage but are still not investing in training to address the gap, finds our #FutureWorkforce study. @ETTelecom https://t.co/n4Yyx4wTbM",1
"A fifth of China's housing is empty. That's five crore homes. Any speculation, ppl will offload these, property prices will go down and Economic and social unrest will follow. 

https://t.co/qhKFdsxFoL",1
"That's what brain-dead religious fanatics say about Jamat ud Dawah in Pakistan. Unlike India, the majority does not believe their BS. https://t.co/yCV0zKrxK9",1
"So horribly wrong. People invest in small savings as they trust Govt. That trust has been ignored by flushing Rs 1000 crore NSS funds as equity in terminally ill @airindiain . This money too shall disappear. To compensate, taxpayers money will be used.  https://t.co/01U83choUZ",1
"Digital payments in India rise three fold post demonetisation. 
@economictimes https://t.co/zL2wQSUV8R",1
"@rsprasad

Twitter is looking to take the conversation to Bharat next
https://t.co/XbOmL706UW",1
"What is government's 'tearing hurry' to 'fix' RBI capital framework: Chidambaram
https://t.co/tSrFu1yDiY
Chiddu time is important . No rest in work unlike you.
Your mind is poisonous and corrupt",1
"Alibaba Singles' Day smashes $25 bn sales record
https://t.co/a6cltIyFAt",1
"So horribly wrong. People invest in small savings as they trust Govt. That trust has been ignored by flushing Rs 1000 crore NSS funds as equity in terminally ill @airindiain . This money too shall disappear. To compensate, taxpayers money will be used.  https://t.co/01U83choUZ",1
"People remember you for something ...@mlkhattar I hope you are not remembered for the tall standing toll Plaza #kherkidaulatoll and a road #DwarkaExpressway never opened for travellers...choice is yours..@narendramodi silence is bliss @republic @BDUTT #India @INCIndia dontexpect",1
"@maheshskabra @advpyog @sanjeevsanyal @FinMinIndia @arunjaitley @NITIAayog @EACtoPM @PMOIndia @amitabhk87 @AgriGoI @rajushetti @gssjodhpur @ShadowAgriGoI @smartindianagri @_JaiKisan @DeshmukSubhash @bibekdebroy @sirajnoida @SecretaryDEA @RajivKumar1 @Sadabhau_khot @shweta_shalini @vishwamTOI In short payment thru official channel are less compared to cash. .
Even where accounting and reporting is there , govt . Machinery working for sugar factories not for #Farmers",1
"@maheshskabra @advpyog @sanjeevsanyal @FinMinIndia @arunjaitley @NITIAayog @EACtoPM @PMOIndia @amitabhk87 @AgriGoI @rajushetti @gssjodhpur @ShadowAgriGoI @smartindianagri @_JaiKisan @DeshmukSubhash @bibekdebroy @sirajnoida @SecretaryDEA @RajivKumar1 @Sadabhau_khot @shweta_shalini @vishwamTOI FCI , NAFED comes in picture after prices go below #MSP 
And even after sugar factory paying thru bank , sugar commissioner Maharashtra made blunder while issuing RRC against non payment of  #Farmers dues.",1
